PROJECT_ID,PARTNER,PROJ_NAME,PROJ_DESC,START_PLANNED,START_ACTUAL,END_PLANNED,END_ACTUAL,DISTRICTS,IMPLEMENTER,DISTRICT,SECTOR,LAT,LONG
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Mbale","Cardno Emerging Markets","518","Basic Education","1.0806","34.175"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Mityana","Cardno Emerging Markets","518","Basic Education","0.4059","32.0305"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Mpigi","Cardno Emerging Markets","518","Basic Education","0.2333","32.3333"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Nakasongola","Cardno Emerging Markets","518","Basic Education","1.315","32.465"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Namutumba","Cardno Emerging Markets","518","Basic Education","0.8361","33.6861"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Ntungamo","Cardno Emerging Markets","518","Basic Education","-0.8819","30.2653"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Pallisa","Cardno Emerging Markets","518","Basic Education","1.1675","33.71"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Rukungiri","Cardno Emerging Markets","518","Basic Education","-0.79","29.925"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Sironko","Cardno Emerging Markets","518","Basic Education","1.2333","34.25"
"7","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","4/19/10","4/19/10","4/17/15","","Sembabule","Cardno Emerging Markets","518","Basic Education","-0.08","31.46"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Bugiri","Chemonics","519","Agriculture","0.5633","33.7519"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Bushenyi","Chemonics","519","Agriculture","-0.5386","30.185"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Busia","Chemonics","519","Agriculture","0.4707","34.092"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Ibanda","Chemonics","519","Agriculture","-0.1349","30.4962"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Kalangala","Chemonics","519","Agriculture","-0.3208","32.2937"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Kaliro","Chemonics","519","Agriculture","0.8927","33.5028"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Kayunga","Chemonics","519","Agriculture","0.7014","32.9029"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Kumi","Chemonics","519","Agriculture","1.4856","33.9332"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Mayuge","Chemonics","519","Agriculture","0.2528","33.5505"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Mbale","Chemonics","519","Agriculture","1.0806","34.175"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Mityana","Chemonics","519","Agriculture","0.4059","32.0305"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Mpigi","Chemonics","519","Agriculture","0.2333","32.3333"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Pallisa","Chemonics","519","Agriculture","1.1675","33.71"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Sironko","Chemonics","519","Agriculture","1.2333","34.25"
"8","USAID","Technical Management Agency for the Civil Society Fund (TMA-CSF)","The Technical Management Agency for the Civil Society Fund (CSF) was established in 2010 to provide grants to civil society supported through a partnership with DFID, DANIDA, Irish AID, Sida, USAID, and Uganda civil society organizations and various line ministries within the Ugandan Government.  The program is housed within the Ugandan AIDS Commission and managed by a steering committee that includes representatives from the stakeholders.  Under the direction of the National HIV/AIDS Partnership Framework, the steering committee sets strategic priorities and manages donor resources supporting civil societys response to HIV/AIDS, orphans and other vulnerable children (OVC).  USAID covers the administrative costs of the program, manages the financial, technical and monitoring and evaluation agents supporting the fund and its grantees on behalf of the contributing partners, and provides financial resources for grants supporting HIV prevention and OVC.","2/3/10","2/3/10","2/2/13","2/2/13","Sembabule","Chemonics","519","Agriculture","-0.08","31.46"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Bushenyi","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.5386","30.185"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Ibanda","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.1349","30.4962"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Isingiro","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.7455","30.758"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Kabale","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-1.25","29.99"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Kiruhura","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.1964","30.8443"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Kisoro","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-1.285","29.685"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Ntungamo","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.8819","30.2653"
"9","USAID","Strengthening Tuberculosis (TB) and HIV/AIDS Responses in South West Uganda (STAR-SW)","This five-year $38 million award covers 13 districts in the South-western region of Uganda with a goal of increasing access to, coverage, and utilization of quality comprehensive tuberculosis (TB) and HIV/AIDS prevention, care, and treatment services. The project aims to strengthen decentralized HIV/TB service delivery system, with emphasis on health center IVs, IIIs and community outreaches; improve quality and efficiency of HIV/TB services within health facilities and community service organizations/groups; strengthen networks and referrals systems to improve access to, coverage of and utilization of HIV/TB services while intensifying demand generation activities for HIV/TB prevention, care and treatment service.","5/21/10","5/21/10","5/20/15","","Rukungiri","Elizabeth Glaser Pediatric AIDS Foundation","518","Agriculture","-0.79","29.925"
"10","USAID","Fistula Care Associate Award","Fistula Care (FC) is a five-year, $70 million associate cooperative agreement awarded in 2007 to EngenderHealth and its partners.  FC works in partnership with public sector, private sector, non-governmental and faith-based organizations, both national and international, to provide a full range of fistula care services including prevention, repair, community reintegration and research activities.  The immediate results will be to alleviate the pain and suffering of fistula sufferers in selected catchment areas, prevent fistula, and improve awareness at community level that fistula is treatable as well as preventable. In the long run, improved obstetric practice should reduce the overall incidence of fistula.","9/25/07","9/25/07","9/24/12","9/24/12","Kasese","EngenderHealth","520","Agriculture","0.1833","30.0833"
"11","USAID","Community Connector (CC)","The Community Connector (CC) will focus on reducing poverty, food insecurity and undernutrition through a comprehensive and multi-sectoral approach targeting those communities that witness disproportionate levels of each.  Based upon available resources, the program will scale up to eventually operate in 18 districts with high levels of undernutrition and poverty.  This effort will be multiplied by strategically implementing the CC in geographic areas that allow for an overlay with other USAID-supported activities promoting improved agricultural production, market development, health and nutrition.","12/14/11","12/14/11","12/14/16","","Ibanda","Family Health International (FHI) 360 Development LLC","518","Agriculture","-0.1349","30.4962"
"11","USAID","Community Connector (CC)","The Community Connector (CC) will focus on reducing poverty, food insecurity and undernutrition through a comprehensive and multi-sectoral approach targeting those communities that witness disproportionate levels of each.  Based upon available resources, the program will scale up to eventually operate in 18 districts with high levels of undernutrition and poverty.  This effort will be multiplied by strategically implementing the CC in geographic areas that allow for an overlay with other USAID-supported activities promoting improved agricultural production, market development, health and nutrition.","12/14/11","12/14/11","12/14/16","","Kanungu","Family Health International (FHI) 360 Development LLC","518","Agriculture","-0.8195","29.7426"
"11","USAID","Community Connector (CC)","The Community Connector (CC) will focus on reducing poverty, food insecurity and undernutrition through a comprehensive and multi-sectoral approach targeting those communities that witness disproportionate levels of each.  Based upon available resources, the program will scale up to eventually operate in 18 districts with high levels of undernutrition and poverty.  This effort will be multiplied by strategically implementing the CC in geographic areas that allow for an overlay with other USAID-supported activities promoting improved agricultural production, market development, health and nutrition.","12/14/11","12/14/11","12/14/16","","Kiruhura","Family Health International (FHI) 360 Development LLC","518","Agriculture","-0.1964","30.8443"
"12","USAID","PROGRESS","USAID/Uganda proposed an annual budget of US $350,000 from August 2010 _September 2012 to expand the provision of family planning services including Depo Medroxy Progesterone Acetate (DMPA or Depo) by trained community health workers (CHWs). At a minimum, the project will cover 15 districts, some supported by the STRIDES for Family Health project. Depo-Provera is the most used and popular family planning method among Ugandan women. However, there is a large unmet need for contraception. Properly trained CHWs can safely and effectively provide injectable contraceptives.","8/1/10","8/1/10","6/17/13","","Busia","Family Health International (FHI) 360 Development LLC","518","Agriculture","0.4707","34.092"
