"PROJECT_ID","PARTNER","PROJ_NAME","PROJ_DESC","START_PLAN","START_ACTU","END_PLANNE","END_ACTUAL","DISTRICTS","IMPLEMENTE","STATUS","SECTOR","LAT","LONG"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Ntungamo","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","-0.9069","30.2004"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Rukungiri","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","-0.8529","29.8701"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Bugiri","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","0.6123","33.7609"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Budaka","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","1.0167","33.945"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Bushenyi","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","-0.4647","30.1071"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Busia","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","0.4617","33.983"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Bududa","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","1.0839","33.9201"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Kamuli","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","1.0039","33.143"
"32","USAID","Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE)","The Sustainable, Comprehensive Responses for Vulnerable Children and their Families (SCORE) project is a $29.4 million, five-year cooperative agreement implemented by the Association of Volunteers in International Service Foundation. The project is to improve the lives of vulnerable children and their families living in conditions of critical and moderate vulnerability. The program focuses on improving household economic and food security, enhancing protection and legal services for vulnerable children, and empowering and strengthening families with the ability to access, acquire or provide critical services for women and children such as health, education and psychosocial support. Strategic and continuous collaboration between this program and other USG and non USG activities is expected.","4/12/11","4/12/11","4/6/12","4/6/12","Sironko","Association of Volunteers in International Service (AVSI) Foundation","Implementation","Basic Education","1.2143","33.9431"
"33","USAID","Tourism for Biodiversity","This is a $10 million Cooperative Agreement that will provide local Ugandan communities expand opportunities to develop tourism businesses and services that will enhance communities' appreciation of Uganda's natural resources and reduce threats to biodiversity, thereby protecting critical ecosystems across Uganda's diverse landscapes while promoting broader sustainable economic development.","4/12/11","8/30/12","4/6/12","#VALUE!","Bushenyi","African Wildlife Foundation (AWF)","Implementation","Basic Education","-0.5206","30.1131"
"34","USAID","Development Grants Program -Nebbi for water","The Alliance for Youth Development (AYA) is implementing the program in three regions-Central, West, and North. Each area has a project manager. AYA will implement the program through implementing agencies. The local companies will be contracted to install wells, protected springs, and rainwater harvesting projects. The program also expects to improve hygiene practices, reduce incidents of diarrhea and water-borne diseases.","4/12/11","12/15/09","4/6/12","#VALUE!","Kyenjojo","Alliance for Youth Developemnt (AYA)","Post-completion","Basic Education","0.639","30.7071"
"35","USAID","Uganda Malaria Surveillance Project (UMSP)","The President's Malaria Initiative (PMI) has supported malaria sentinel surveillance in districts with different malaria endemicity since 2006. Currently, there are 6 outpatient and 6 inpatient sites providing high quality, timely data used by the Ministry of Health and PMI to assess program quality, national trends and identify areas where there is need for improvement. In addition, the Uganda Malaria Surveillance Program (UMSP) provides training in malaria diagnostics to public and private health facilities to improve the quality of case management of malaria and provides follow up supervision. In 2010, UMSP conducted two small scale surveys to assess long lasting insecticide net coverage and anemia and parasitemia in districts receiving indoor residual spray compared to those that have not. They also are conducting an evaluation of the efficacy of SP for IPTp.","4/12/11","4/12/11","4/6/12","4/6/12","Kanungu","Centers for Disease Control","Implementation","Basic Education","-0.8904","29.6817"
"35","USAID","Uganda Malaria Surveillance Project (UMSP)","The President's Malaria Initiative (PMI) has supported malaria sentinel surveillance in districts with different malaria endemicity since 2006. Currently, there are 6 outpatient and 6 inpatient sites providing high quality, timely data used by the Ministry of Health and PMI to assess program quality, national trends and identify areas where there is need for improvement. In addition, the Uganda Malaria Surveillance Program (UMSP) provides training in malaria diagnostics to public and private health facilities to improve the quality of case management of malaria and provides follow up supervision. In 2010, UMSP conducted two small scale surveys to assess long lasting insecticide net coverage and anemia and parasitemia in districts receiving indoor residual spray compared to those that have not. They also are conducting an evaluation of the efficacy of SP for IPTp.","4/12/11","4/12/11","4/6/12","4/6/12","Kabale","Centers for Disease Control","Implementation","Basic Education","-1.2","30.019"
"36","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","10/7/07","10/7/07","Kyenjojo","Cardno Emerging Markets","Implementation","Basic Education","0.5181","30.6752"
"36","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","10/7/07","10/7/07","Bugiri","Cardno Emerging Markets","Implementation","Basic Education","0.5863","33.7729"
"36","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","10/7/07","10/7/07","Kasese","Cardno Emerging Markets","Implementation","Basic Education","0.0954","30.0573"
"36","USAID","Health Initiatives in the Private Sector (HIPS)","Health Initiatives in the Private Sector (HIPS) is a five and a half year, $17.2 million USAID-funded project.  HIPS is designed to propel Ugandas efforts to mitigate infectious disease, expand health service provision, and improve the quality of Ugandas health service system in the private sector.  Specific support is provided to private sector companies to cover employees, their dependents, and surrounding communities.  HIPS provides technical expertise, partnership brokering, and small grants funding to leverage expanded and improved service delivery by private sector organizations.  The project objectives are: 1) expand access to and utilization of health services in the private sector; 2) establish global development alliance partnerships to leverage company-sponsored health services; 3) strengthen private sector employer organizations to support health initiatives; and 4) implement innovative approaches to support orphans and other vulnerable children through the private sector.","10/1/07","10/1/07","10/7/07","10/7/07","Bushenyi","Cardno Emerging Markets","Implementation","Basic Education","-0.5096","30.2789"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Bushenyi","Cardno Emerging Markets","Implementation","Basic Education","-0.6185","30.2679"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kaliro","Cardno Emerging Markets","Implementation","Basic Education","0.8427","33.4608"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Kiruhura","Cardno Emerging Markets","Implementation","Basic Education","-0.2913","30.7714"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Mbale","Cardno Emerging Markets","Implementation","Basic Education","1.0486","33.98"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Kapchorwa","Cardno Emerging Markets","Implementation","Basic Education","1.383","33.9041"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","25/01/2011","25/01/2011","25/07/2011","25/07/2011","Sironko","Cardno Emerging Markets","Implementation","Basic Education","1.2652","33.9111"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Bududa","Cardno Emerging Markets","Implementation","Basic Education","0.9611","33.9091"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Budaka","Cardno Emerging Markets","Implementation","Basic Education","1.0677","33.9051"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Bukwo","Cardno Emerging Markets","Implementation","Basic Education","1.2619","33.971"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","20/01/2008","20/01/2008","20/07/2008","20/07/2008","Ntungamo","Cardno Emerging Markets","Implementation","Basic Education","-0.9508","30.3302"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Kyenjojo","Cardno Emerging Markets","Implementation","Basic Education","0.5261","30.6312"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Kumi","Cardno Emerging Markets","Implementation","Basic Education","1.4886","33.8523"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","23/01/2010","23/01/2010","23/07/2010","23/07/2010","Rukungiri","Cardno Emerging Markets","Implementation","Basic Education","-0.799","29.8311"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Nakasongola","Cardno Emerging Markets","Implementation","Basic Education","1.315","32.465"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Kabale","Cardno Emerging Markets","Implementation","Basic Education","-1.2","29.995"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Namutumba","Cardno Emerging Markets","Implementation","Basic Education","0.8361","33.6861"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","21/01/2009","21/01/2009","21/07/2009","21/07/2009","Bugiri","Cardno Emerging Markets","Implementation","Basic Education","0.5483","33.7719"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Ibanda","Cardno Emerging Markets","Implementation","Basic Education","-0.1579","30.5861"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","27/01/2012","27/01/2012","27/07/2012","27/07/2012","Sembabule","Cardno Emerging Markets","Implementation","Basic Education","-0.07","31.469"
"37","USAID","Strengthening Decentralization for Sustainability (SDS)","Strengthening Decentralization for Sustainability (SDS) is a five-year,$40 million project implemented by CardnoEM.  The purpose of the SDS project is to improve the results and sustainability of decentralized service delivery, with initial emphasis on health and HIV/AIDS services, at Local Government levels in Uganda through:  (1) improving coordination among all USAID supported partners at the district level, (2) strengthening the capacity of districts and sub-counties to plan, budget, implement/coordinate, monitor and evaluate decentralized services by efficiently utilizing the Government of Ugandas administrative and fiscal decentralization framework, (3) provision of grants to districts to complement resources needed for effective and efficient management of programs and services, and (4)  facilitating strategic innovations to improve district leadership and sustainable financing of health, HIV/AIDS and other social sector services.","28/01/2013","28/01/2013","28/07/2013","28/07/2013","Kanungu","Cardno Emerging Markets","Implementation","Basic Education","-0.8904","29.7935"
