PROJECT_ID,PARTNER,PROJ_NAME,PROJ_DESC,START_PLAN,START_ACTU,END_PLANNE,END_ACTUAL,DISTRICTS,IMPLEMENTE,STATUS,SECTOR,FINANCIAL,LAT,LONG
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Bukwo,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,1.2329,34.6979
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Bushenyi,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-0.4997,30.1101
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Busia,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,0.4557,34.0609
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Butaleja,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,0.9130,33.9820
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Ibanda,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-0.0597,30.4230
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Iganga,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,0.6010,33.4570
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Isingiro,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-0.8334,30.8479
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kabale,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-1.1771,29.9470
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kalangala,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-0.4207,32.2568
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kaliro,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,0.8967,33.5607
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kamuli,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,1.0429,33.0651
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kamwenge,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,0.1531,30.5168
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kanungu,International HIV/AIDS Alliance,Implementation,Energy policy and administrative management,USAID,-0.9064,29.7546
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kapchorwa,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.4759,34.4520
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kasese,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.2063,30.0434
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kayunga,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.7873,32.8819
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kiruhura,International HIV/AIDS Alliance,Implementation,Family planning,USAID,-0.2853,30.8492
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kumi,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.5586,33.9072
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Kyenjojo,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.6949,30.6042
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Luwero,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.8181,32.5874
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Mayuge,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.2388,33.5944
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Mbale,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.0965,34.2519
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Mityana,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.4259,31.9606
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Nakasongola,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.2700,32.3921
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Namutumba,International HIV/AIDS Alliance,Implementation,Family planning,USAID,0.9160,33.7211
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Ntungamo,International HIV/AIDS Alliance,Implementation,Family planning,USAID,-0.8430,30.2333
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Pallisa,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.1435,33.8029
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Rukungiri,International HIV/AIDS Alliance,Implementation,Family planning,USAID,-0.7790,29.9310
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Sironko,International HIV/AIDS Alliance,Implementation,Family planning,USAID,1.2883,34.2829
13,USAID,Strengthening Local Government Responses to OVC (SUNRISE OVC),"SUNRISE project is a US$ 20 million five-year cooperative agreement implemented by International HIV/AIDS Alliance. The projects purpose is to strengthen sustainable local government and community systems that will improve access, utilization, coverage and quality of comprehensive services for vulnerable children. Local Governments in 80 districts will be empowered to lead, manage and coordinate implementation of the national OVC policy, strategic plan and guidelines, including national OVC quality standards, OVC management information system, advocacy strategy, universal birth registration, support supervision guidelines and technical resources and tools for social protection of vulnerable children and households. The project will utilize the Ministry of Gender, Labor and Social Development structures, policies and expertise in the delivery of its interventions.",25010,6/15/10,6/14/15,,Sembabule,International HIV/AIDS Alliance,Implementation,Family planning,USAID,-0.0540,31.3831
14,USAID,Kalangala Infrastructure Services (KIS),"This is a $20 million (Dec 2011-Apr 2025) portable loan guarantee for INFRACO to secure long-term debt (15years) from commercial sources to Build, Own, Operate and Transfer (BOOT) ferry service, power supply, water supply and 66km of road on Bugala Island, Kalangala District.",12/30/11,12/30/11,4/30/25,,Kalangala,INFRACO,Implementation,Government administration,USAID,-0.2769,32.3547
15,USAID,Community Connector RCT,"The $ 1,196,991 RCT evaluation study is to create conditions for development success under the Community Connector Project. This is intended to help the recipients to learn about the key Feed the Future and Community Connector hypotheses on gender inequalities as a barrier to maternal and child health and food security.",8/12/11,8/12/11,7/6/15,,Ibanda,Innovations for Poverty Action (IPA),Implementation,Government administration,USAID,-0.2106,30.4330
15,USAID,Community Connector RCT,"The $ 1,196,991 RCT evaluation study is to create conditions for development success under the Community Connector Project. This is intended to help the recipients to learn about the key Feed the Future and Community Connector hypotheses on gender inequalities as a barrier to maternal and child health and food security.",8/12/11,8/12/11,7/6/15,,Kanungu,Innovations for Poverty Action (IPA),Implementation,Government administration,USAID,-0.7756,29.7995
15,USAID,Community Connector RCT,"The $ 1,196,991 RCT evaluation study is to create conditions for development success under the Community Connector Project. This is intended to help the recipients to learn about the key Feed the Future and Community Connector hypotheses on gender inequalities as a barrier to maternal and child health and food security.",8/12/11,8/12/11,7/6/15,,Kiruhura,Innovations for Poverty Action (IPA),Implementation,Government administration,USAID,-0.1754,30.8403
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Budaka,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,1.0946,33.9660
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Bushenyi,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,-0.4667,30.1460
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Iganga,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,0.5451,33.4011
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Kabale,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,-1.1561,29.8961
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Kamuli,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,1.0409,33.0820
16,USAID,"Scaling up HIV/AIDS comprehensive HIV/AIDS prevention, care and treatment through the Faith Based Network","The Inter-Religious Council of Uganda (IRCU) is an initiative that brings together the five major traditional religious faiths in Uganda in a joint effort to address problems of common concern.  IRCU is implementing a five-year, $30 million program to expand access to HIV/AIDS prevention, care and treatment services through its network of faith-based health units and NGOs.  Building on the wide network health facilities, organizations, structures and the historical role of faith-based organizations as pioneers of social service delivery in Uganda, this mechanism presents incredible opportunities for rapid expansion of access to HIV/AIDS services.  Key program activities include rolling out the faith-based approach to HIV prevention, delivery of care and support services to people living with HIV/AIDS, orphans and other vulnerable children, as well as HIV/AIDS clinical care and treatment.  The program is scheduled to end in December 2014.",12/15/09,12/15/09,12/15/14,,Kasese,Inter-Religious Council of Uganda (IRCU),Implementation,Government administration,USAID,0.0914,30.0664
